식당이름,메뉴이름,가격
갓포아키 여의도점,한우꽃살숯불양념꼬치,9000
갓포아키 여의도점,도미머리구이 (한마리),35000
갓포아키 여의도점,제철 생선회 (2인),59000
갓포아키 여의도점,제철 생선회 (3인),79000
브로드웨이 켄싱턴호텔 여의도점,평일 중식 (성인),49900
브로드웨이 켄싱턴호텔 여의도점,평일 저녁 (성인),79900
브로드웨이 켄싱턴호텔 여의도점,주말 (성인),79900
대문점,문정정식,9000
대문점,물만두 (중),5000
대문점,만두국,7000
대문점,오향장육 (중),21000
대문점,송화단,5000
덕원,설렁탕,10000
덕원,꼬리곰탕,19000
덕원,소머리수육,26000
아트리오 콘래드호텔 서울점,여러가지 비트샐러드,20000
아트리오 콘래드호텔 서울점,포르마지 (레귤러),27000
아트리오 콘래드호텔 서울점,오징어 먹물 스파게티,27000
아트리오 콘래드호텔 서울점,와규 채끝등심 구이,51000
아트리오 콘래드호텔 서울점,양갈비구이,45000
호박집,찹쌀순대정식,10000
호박집,순대국,7000
호박집,내장국밥,9000
호박집,뼈다귀 해장국,7000
호박집,술국,12000
뚜스뚜스,라떼,4500
뚜스뚜스,모듬콩콥샐러드,9500
뚜스뚜스,뚜스로얄브런치세트,14900
뚜스뚜스,연어스테이크,27000
진주집,비빔국수,10000
진주집,닭칼국수,10000
진주집,냉콩국수,12000
진주집,접시만두,10000
에베레스트 영등포점,커리,7000
에베레스트 영등포점,에베레스트 스페셜 커리,10000
에베레스트 영등포점,머턴커리,9000
올드문래,동네친구,6500
올드문래,고릴라 위트,7000
올드문래,락바나 페일에일,8000
올드문래,대확행,8500
올드문래,코코넛포터,8500
바스버거 여의도점,바스버거,6300
바스버거 여의도점,하와이안버거,7700
바스버거 여의도점,칠면조버거,8700
바스버거 여의도점,더블바스,8700
바스버거 여의도점,탐욕버거,11800
더플레이트디저트,데리 부어스트,3200
더플레이트디저트,밀푀유 쿠키슈,3500
더플레이트디저트,아몬드 크로핀,4000
더플레이트디저트,녹차 밀푀유,4100
더플레이트디저트,초콜릿 밀푀유,4300
폴앤폴리나 여의도점,허브빵,1700
폴앤폴리나 여의도점,치아바타,3100
폴앤폴리나 여의도점,화이트 치아바타,2800
폴앤폴리나 여의도점,블랙올리브,3600
테이스팅룸 IFC몰,블루치즈 레터스돔,18700
테이스팅룸 IFC몰,발사믹 포모도로,23600
테이스팅룸 IFC몰,체리 토마토페스토 플랫브래드,24600
테이스팅룸 IFC몰,페퍼소이빈파스타,24800
테이스팅룸 IFC몰,보드카소스모짜렐라 리가토니,24800
패트릭스와플 1호점,오리지날 벨지안 와플,2900
패트릭스와플 1호점,아이스크림 와플,4200
숙달돼지 문래본점,삼겹살 (150g),14000
숙달돼지 문래본점,목살 (150g),14000
숙달돼지 문래본점,항정살 (150g),15000
숙달돼지 문래본점,생가브리살 (150g),15000
숙달돼지 문래본점,한돈김치찌개,5000
코끼리베이글,버터솔트,2800
코끼리베이글,라떼,3500
코끼리베이글,플레인베이글,2000
코끼리베이글,갈릭퐁당,4000
백리향 63빌딩점,오감 런치 스페셜메뉴,59000
백리향 63빌딩점,白,125000
시즌커피앤베이크,아메리카노,3700
시즌커피앤베이크,라떼,4500
시즌커피앤베이크,시즌 레모네이드,4700
시즌커피앤베이크,빨미까레,3300
시즌커피앤베이크,무화과 캄파뉴,4500
엘카페커피로스터스 본점,에스프레소 (Hot),4300
엘카페커피로스터스 본점,아메리카노 (ICE),4800
엘카페커피로스터스 본점,카페라떼 (ICE),5300
엘카페커피로스터스 본점,바닐라라떼 (ICE),5800
엘카페커피로스터스 본점,콜드브루 (ICE),4800
피크니크,아메리카노,3800
피크니크,크림카페라떼,5000
피크니크,계란버터 수플레,12000
피크니크,피크니크 수플레,16000
피크니크,피크니크 패키지,25000
전봇대곱창,소곱창,22000
전봇대곱창,돼지야채곱창,10000
전봇대곱창,볶음밥,2000
전봇대곱창,치즈추가,2000
당산오돌,꼬들살,15000
당산오돌,오돌갈비,19000
당산오돌,두툼한껍데기,14000
당산오돌,은이메밀국수 (비빔),8000
당산오돌,은이메밀국수 (냉국수),7000
까치네분식,떡볶이,5000
까치네분식,고기손만두,4500
까치네분식,참치김밥,4000
까치네분식,쫄면,6500
까치네분식,순두부찌개,7000
욥,치아바타,2500
욥,단팥빵,1700
카페진정성 디스트릭트와이점,콜드브루,4800
카페진정성 디스트릭트와이점,바닐라빈라떼,4800
카페진정성 디스트릭트와이점,오리지널골드밀크티 (아이스),4800
카페진정성 디스트릭트와이점,카카오티라미수,7500
진가와 여의도점,사시미&스시 정식,29000
진가와 여의도점,스시정식,24000
진가와 여의도점,에비텐 우동정식,20000
진가와 여의도점,명란 아보카도 덮밥 정식,19000
진가와 여의도점,사케동 정식,17000
더스테이크하우스 IFC몰,포터하우스스테이크 (1000g),230000
더스테이크하우스 IFC몰,토마호크스테이크 (800g),183000
커피기업,아메리카노,2500
커피기업,수제바닐라,4000
커피기업,스노우비엔나,4000
커피기업,비엔나슈,4500
커피기업,클래식비엔나,4000
에덴식당,특선해물사품냉채,25000
에덴식당,광야식 등심 불고기 (300g),35000
에덴식당,횡성 더덕전,18000
에덴식당,8가지산나물과 자연송이탕 특정식,24000
에덴식당,5가지 산나물정식,11000
동해반점,짜장면,5500
동해반점,짬뽕,6500
동해반점,오무라이스,7000
동해반점,볶음밥,6500
원조우렁된장너도나도식당,우렁된장,8000
원조우렁된장너도나도식당,제육볶음,8000
원조우렁된장너도나도식당,오징어볶음,8000
원조우렁된장너도나도식당,섞어볶음,8000
스시온정,런치 오마카세,70000
스시온정,디너 오마카세,170000
야마야 여의도점,점심특선,13000
야마야 여의도점,고기야채만두,7900
야마야 여의도점,닭튀김,8300
서울초밥,사시미 정식 (1인),30000
서울초밥,모듬사시미 (1인),20000
서울초밥,흰살생선모둠회 (2인),35000
서울초밥,연어회 (2인),25000
서울초밥,연어와 흰살생선 (2인),35000
보사노바 커피로스터스 문래점,아메리카노,4200
보사노바 커피로스터스 문래점,카페라떼,4500
보사노바 커피로스터스 문래점,라임블랙 아이스티,5500
보사노바 커피로스터스 문래점,오늘의커피,4500
보사노바 커피로스터스 문래점,파나마 카시루이즈 게이샤 블렌드,5500
교대이층집 여의도점,꽃삼겹 (160g),15000
교대이층집 여의도점,통삼겹 (160g),15000
교대이층집 여의도점,통목살 (160g),15000
교대이층집 여의도점,가브리살 (150g),14000
교대이층집 여의도점,한우차돌박이 (150g),25000
소문난식당,고등어조림백반,8000
서울커피 여의도점,서울비엔나,5000
서울커피 여의도점,사이공,5000
서울커피 여의도점,서울밀크티,5000
타마스시,평일 런치 오마카세,60000
타마스시,주말 오마카세,120000
타마스시,디너 오마카세,120000
창고43 본점1관,창고특안심,41000
창고43 본점1관,설화등심,53000
창고43 본점1관,창고스페셜,39000
월화고기 문래본점,무항생제 착한 삼겹살,15000
월화고기 문래본점,대통령상 대상 목살,15000
월화고기 문래본점,무항생제 뼈목심,17000
월화고기 문래본점,대통령상 항정살,19000
월화고기 문래본점,듀록 100% 목살,18000
켄싱턴호텔 뉴욕뉴욕 켄싱턴호텔 여의도점,런치A세트,39000
켄싱턴호텔 뉴욕뉴욕 켄싱턴호텔 여의도점,런치B세트,59000
켄싱턴호텔 뉴욕뉴욕 켄싱턴호텔 여의도점,루즈벨트코스,89000
켄싱턴호텔 뉴욕뉴욕 켄싱턴호텔 여의도점,케네디코스,109000
켄싱턴호텔 뉴욕뉴욕 켄싱턴호텔 여의도점,링컨코스,139000
희정식당,희정 부대찌개 (1인),10000
희정식당,T본스테이크 (250g),20000
희정식당,T본모듬스테이크 (3-4인),40000
희정식당,안심스테이크 (2-3인),30000
63뷔페 파빌리온,평일 런치 (대인),79000
63뷔페 파빌리온,평일 저녁 (대인),92000
63뷔페 파빌리온,주말 및 공휴일 (대인),92000
생어거스틴 타임스퀘어점,그릴드 비프 샐러드,19000
생어거스틴 타임스퀘어점,소고기 안심덮밥,16000
생어거스틴 타임스퀘어점,뿌팟 봉커리,28000
서궁 여의도점,볶음밥,5500
서궁 여의도점,물만두,6500
서궁 여의도점,오향장육,26000
서궁 여의도점,탕수육,21000
서궁 여의도점,깐풍새우,37000
여신족발,족발 (대),42000
여신족발,족발 (중),36000
여신족발,족발 (소),30000
여신족발,냉채족발,25000
여신족발,비빔국수,10000
김사부샤브샤브 무한리필,샤브샤브무한리필 (1인),15000
김사부샤브샤브 무한리필,어향육슬,16000
김사부샤브샤브 무한리필,마라탕,12500
김사부샤브샤브 무한리필,마라샹궈,12500
김사부샤브샤브 무한리필,중국식 수제물만두,10000
강강술래 시흥점,한우갈비살,34000
강강술래 시흥점,왕양념갈비,33000
강강술래 시흥점,술래양념,27000
강강술래 시흥점,한돈양념,17000
강강술래 시흥점,생고기한판,16000
마하나콘,소고기쌀국수,3900
마하나콘,해장쌀국수(팟키마오),8000
마하나콘,똠양쌀국수,10000
마하나콘,팟까파오무쌉,9500
마하나콘,팟타이,8500
바지락손칼국수,엄마손팥옹심이,8000
바지락손칼국수,엄마손팥칼국수,7000
바지락손칼국수,엄마손바지락칼국수,6000
카페로드,아메리카노,3000
월래순교자관,군만두 (25개),7000
월래순교자관,찐만두 (9개),7000
월래순교자관,소룡포 (9개),7000
월래순교자관,지삼선,10000
월래순교자관,향라새우,25000
낭만부대찌개,낭만부대찌개,8000
낭만부대찌개,낭만부대볶음,9000
라그릴리아 신도림디큐브시티백화점,머쉬룸 라구 파스타,15900
라그릴리아 신도림디큐브시티백화점,쉬림프 로제 파스타,16900
라그릴리아 신도림디큐브시티백화점,모짜렐라 페페로니 파스타,16900
라그릴리아 신도림디큐브시티백화점,문어 오일 파스타,17500
라그릴리아 신도림디큐브시티백화점,새우 날치알 크림 파스타,17500
메이비,프렌치토스트,10000
메이비,크로크마담,12000
메이비,에그베네딕트,13000
메이비,트러플 베이컨 크림 파스타,13000
춘자싸롱,모듬전,22000
춘자싸롱,육회,20000
춘자싸롱,육전,22000
춘자싸롱,탱탱새우전,17000
춘자싸롱,김치전,10000
메이로드,아메리카노,2000
오목집 목동점,족발 (중),36000
오목집 목동점,냉채족발,36000
오목집 목동점,쟁반막국수,15000
오목집 목동점,부추전,15000
오목집 목동점,명란치즈계란말이,15000
미시락칼국수,닭칼국수,6000
미시락칼국수,열무냉칼국수,7000
미시락칼국수,육개장칼국수,7000
미시락칼국수,들깨칼국수,7000
미시락칼국수,물냉면,8000
금성수제돈까스,돈까스,7500
금성수제돈까스,반반돈까스,8000
금성수제돈까스,매운돈까스,8000
금성수제돈까스,곱빼기돈까스,12000
일미락 목동점,통삼겹살 (180g),17000
일미락 목동점,통목살 (180g),17000
일미락 목동점,통생갈비 (180g),17000
일미락 목동점,한우생등심 (160g),38000
박홍남스시,런치,30000
박홍남스시,디너,50000
박홍남스시,포장,30000
일도씨닭갈비 목동점,일도씨특제닭갈비,11000
일도씨닭갈비 목동점,콩닭콩닭콩나물닭갈비,11000
일도씨닭갈비 목동점,치치치즈닭갈비,13000
일도씨닭갈비 목동점,날치알주먹밥,3000
일도씨닭갈비 목동점,볶음밥,2000
스시다마,런치 오마카세 스시,45000
스시다마,런치 오늘의 스시,25000
스시다마,디너 오마카세 스시,58000
스시다마,디너 오늘의 스시,38000
스시다마,디너 오마카세 사시미,78000
개성집,만둣국,8000
개성집,소머리국밥,9000
개성집,빈대떡 (소),9000
개성집,보쌈 (소),25000
송추가마골인어반 목동점,송추갈비 (250g),32000
송추가마골인어반 목동점,소왕갈비 (280g),42000
송추가마골인어반 목동점,통갈비 (340g),32000
송추가마골인어반 목동점,미갈비 (250g),45000
조연탄,제주 먹고기 (200g),13000
조연탄,돼지껍데기 (200g),10000
조연탄,제주고기만두,6000
영양족발순대국,영양족발 (대) ,35000
영양족발순대국,영양족발 (중) ,31000
영양족발순대국,미니족발,26000
영양족발순대국,순대국,7000
원조나주곰탕,나주곰탕,10000
원조나주곰탕,나주곰탕 (특),13000
원조나주곰탕,수육 (소),20000
원조나주곰탕,수육 (중),30000
원조나주곰탕,수육 (대),40000
형제돈부리,사케동,12000
형제돈부리,아부리사케동,13000
형제돈부리,믹스가츠동,9500
형제돈부리,텐동,10000
형제돈부리,규동,10000
금고깃집 마곡본점,금돼지 본삼겹살 (180g),16000
금고깃집 마곡본점,금돼지 눈꽃특목살 (150g),15000
금고깃집 마곡본점,금돼지 등심덧살 (150g),16000
금고깃집 마곡본점,금돼지 항정살 (150g),17000
금고깃집 마곡본점,양념 눈꽃특목살 (180g),15000
발산삼계탕,발삼삼계탕,17000
발산삼계탕,누룽지 산삼배양근 능이삼계탕,22000
발산삼계탕,숯불닭다리순살구이,15000
나인바이츠 휴업중,치즈버거,6900
나인바이츠 휴업중,베이컨치즈버거,7900
나인바이츠 휴업중,하와이안버거,7900
나인바이츠 휴업중,더블치즈버거,9800
나인바이츠 휴업중,더블베이컨치즈버거,10800
고양이똥,아메리카노,4000
광주똑순이 본점,아구찜 (소),39000
광주똑순이 본점,아구찜 (중),53000
광주똑순이 본점,묵은지아구찜 (소),45000
광주똑순이 본점,해물찜 (소),59000
광주똑순이 본점,해물찜 (중),69000
마부자생삼겹살,생삼겹살 (180g),14000
마부자생삼겹살,목살 (180g),14000
마부자생삼겹살,김치찌개,8000
마부자생삼겹살,물냉면,5000
마부자생삼겹살,볶음밥,3000
고성막국수,동치미막국수,9000
고성막국수,비빔막국수,10000
고성막국수,편육 (소),24000
고성막국수,편육 (대),29000
스시사라,런치오마카세,40000
스시사라,디너오마카세,80000
나오키,오마카세,88000
나오키,Take out (15pcs),40000
바스버거 마곡점,바스버거,6300
바스버거 마곡점,하와이안버거,7700
바스버거 마곡점,칠면조버거,8700
